NOME_MUNICIPIO;UF;IDHM2010;IDHMRenda2010;IDHMLongevidade2010;IDHMEducacao2010;GEOCODIGO_MUNICIPIO;COD_UF;LONGITUDE;LATITUDE
Cristalina;GO;0,699;0,716;0,814;0,587;5206206;52;-47,606818;-16,769434
Cristiano Otoni;MG;0,695;0,651;0,823;0,626;3120409;31;-43,797836;-20,840852
Cristianópolis;GO;0,688;0,703;0,838;0,554;5206305;52;-48,712298;-17,195589
Cristina;MG;0,668;0,645;0,842;0,55;3120508;31;-45,262809;-22,208321
Cristinápolis;SE;0,553;0,54;0,755;0,414;2801702;28;-37,75466;-11,473558
Cristino Castro;PI;0,566;0,586;0,713;0,434;2203107;22;-44,224415;-8,820186
Cristópolis;BA;0,614;0,546;0,766;0,553;2909703;29;-44,411842;-12,231451
Crixás;GO;0,708;0,706;0,805;0,625;5206404;52;-49,967204;-14,53759
Crixás do Tocantins;TO;0,644;0,603;0,798;0,555;1706258;17;-48,915514;-11,104274
Croatá;CE;0,59;0,497;0,76;0,544;2304236;23;-40,909045;-4,414057
Cromínia;GO;0,706;0,692;0,803;0,634;5206503;52;-49,380505;-17,281855
Crucilândia;MG;0,651;0,653;0,816;0,518;3120607;31;-44,337837;-20,393292
Cruz;CE;0,632;0,573;0,752;0,586;2304251;23;-40,171279;-2,916708
Cruz Alta;RS;0,75;0,754;0,858;0,653;4306106;43;-53,605241;-28,642447
Cruz das Almas;BA;0,699;0,659;0,796;0,65;2909802;29;-39,100736;-12,663786
Cruz do Espírito Santo;PB;0,552;0,531;0,778;0,408;2504900;25;-35,091489;-7,141337
Cruz Machado;PR;0,664;0,635;0,845;0,545;4106803;41;-51,34771;-26,017269
Cruzália;SP;0,774;0,698;0,853;0,778;3513306;35;-50,793666;-22,745499
Cruzaltense;RS;0,719;0,724;0,849;0,605;4306130;43;-52,648143;-27,664888
Cruzeiro;SP;0,788;0,742;0,871;0,758;3513405;35;-44,961732;-22,57775
Cruzeiro da Fortaleza;MG;0,696;0,72;0,832;0,562;3120706;31;-46,673393;-18,938647
Cruzeiro do Iguaçu;PR;0,709;0,703;0,792;0,641;4106571;41;-53,126823;-25,616569
Cruzeiro do Oeste;PR;0,717;0,698;0,825;0,64;4106605;41;-53,081822;-23,776905
Cruzeiro do Sul;AC;0,664;0,648;0,776;0,582;1200203;12;-72,672531;-7,63069
Cruzeiro do Sul;PR;0,713;0,682;0,828;0,641;4106704;41;-52,163978;-22,965175
Cruzeiro do Sul;RS;0,723;0,746;0,833;0,607;4306205;43;-51,991576;-29,508291
Cruzeta;RN;0,654;0,602;0,748;0,621;2403004;24;-36,791705;-6,413176
Cruzília;MG;0,695;0,671;0,853;0,587;3120805;31;-44,811023;-21,838951
Cruzmaltina;PR;0,666;0,65;0,768;0,593;4106852;41;-51,444247;-23,993328
Cubatão;SP;0,737;0,716;0,821;0,681;3513504;35;-46,420032;-23,883839
Cubati;PB;0,566;0,545;0,742;0,448;2505006;25;-36,34793;-6,862361
Cuiabá;MT;0,785;0,8;0,834;0,726;5103403;51;-56,073252;-15,569989
Cuité;PB;0,591;0,574;0,766;0,47;2505105;25;-36,153208;-6,485555
Cuité de Mamanguape;PB;0,524;0,529;0,683;0,398;2505238;25;-35,252825;-6,914157
Cuitegi;PB;0,57;0,563;0,732;0,45;2505204;25;-35,525741;-6,895814
Cujubim;RO;0,612;0,663;0,789;0,439;1100940;11;-62,587175;-9,378193
Cumari;GO;0,737;0,744;0,819;0,657;5206602;52;-48,156677;-18,261382
Cumaru;PE;0,572;0,553;0,72;0,47;2604908;26;-35,694699;-8,015032
Cumaru do Norte;PA;0,55;0,635;0,795;0,33;1502764;15;-50,771578;-7,811107
Cumbe;SE;0,604;0,576;0,748;0,512;2801900;28;-37,187899;-10,357025
Cunha;SP;0,684;0,672;0,826;0,576;3513603;35;-44,958027;-23,07475
Cunha Porã;SC;0,742;0,744;0,804;0,682;4204707;42;-53,173846;-26,891727
Cunhataí;SC;0,754;0,777;0,886;0,623;4204756;42;-53,09329;-26,97314
Cuparaque;MG;0,627;0,621;0,798;0,497;3120839;31;-41,103126;-18,966642
Cupira;PE;0,592;0,601;0,763;0,453;2605004;26;-35,950257;-8,611283
Curaçá;BA;0,581;0,544;0,778;0,463;2909901;29;-39,908081;-8,989032
Curimatá;PI;0,607;0,574;0,741;0,527;2203206;22;-44,300722;-10,031292
Curionópolis;PA;0,636;0,592;0,809;0,536;1502772;15;-49,602214;-6,09682
Curitiba;PR;0,823;0,85;0,855;0,768;4106902;41;-49,271848;-25,432956
Curitibanos;SC;0,721;0,716;0,846;0,62;4204806;42;-50,582601;-27,282983
Curiúva;PR;0,656;0,649;0,795;0,546;4107009;41;-50,459406;-24,035826
Currais;PI;0,542;0,49;0,743;0,438;2203230;22;-44,403002;-9,012434
Currais Novos;RN;0,691;0,673;0,794;0,617;2403103;24;-36,516219;-6,264672
Curral de Cima;PB;0,529;0,528;0,715;0,392;2505279;25;-35,267057;-6,71743
Curral de Dentro;MG;0,585;0,571;0,759;0,462;3120870;31;-41,85598;-15,939327
Curral Novo do Piauí;PI;0,527;0,506;0,685;0,422;2203271;22;-40,901069;-7,830797
Curral Velho;PB;0,606;0,613;0,739;0,491;2505303;25;-38,200391;-7,538085
Curralinho;PA;0,502;0,508;0,769;0,323;1502806;15;-49,791523;-1,809423
Curralinhos;PI;0,555;0,512;0,762;0,438;2203255;22;-42,832211;-5,620453
Curuá;PA;0,578;0,501;0,78;0,495;1502855;15;-55,119679;-1,889929
Curuçá;PA;0,582;0,542;0,758;0,48;1502905;15;-47,851265;-0,732496
Cururupu;MA;0,612;0,568;0,768;0,525;2103703;21;-44,867762;-1,825521
Curvelândia;MT;0,69;0,658;0,811;0,615;5103437;51;-57,917115;-15,609306
Curvelo;MG;0,713;0,689;0,851;0,617;3120904;31;-44,428399;-18,755481
Custódia;PE;0,594;0,607;0,706;0,489;2605103;26;-37,641097;-8,089002
Cutias;AP;0,628;0,576;0,76;0,566;1600212;16;-50,801626;0,971078
Damianópolis;GO;0,654;0,614;0,815;0,558;5206701;52;-46,173536;-14,557435
Damião;PB;0,521;0,503;0,72;0,391;2505352;25;-35,909943;-6,631897
Damolândia;GO;0,697;0,688;0,819;0,6;5206800;52;-49,361106;-16,254802
Darcinópolis;TO;0,581;0,597;0,764;0,429;1706506;17;-47,752161;-6,712351
Dário Meira;BA;0,54;0,522;0,771;0,392;2910008;29;-39,902466;-14,435047
Datas;MG;0,616;0,59;0,756;0,524;3121001;31;-43,656715;-18,453303
David Canabarro;RS;0,762;0,74;0,87;0,688;4306304;43;-51,852249;-28,384612
Davinópolis;GO;0,716;0,702;0,862;0,606;5206909;52;-47,559368;-18,158564
Davinópolis;MA;0,607;0,561;0,747;0,535;2103752;21;-47,404996;-5,534456
Delfim Moreira;MG;0,669;0,649;0,837;0,552;3121100;31;-45,272596;-22,502009
Delfinópolis;MG;0,74;0,702;0,872;0,661;3121209;31;-46,85818;-20,345846
Delmiro Gouveia;AL;0,612;0,599;0,774;0,494;2702405;27;-37,999233;-9,384574
Delta;MG;0,639;0,672;0,808;0,481;3121258;31;-47,772971;-19,977473
Demerval Lobão;PI;0,618;0,588;0,781;0,515;2203305;22;-42,674229;-5,358465
Denise;MT;0,683;0,672;0,802;0,59;5103452;51;-57,053777;-14,733816
Deodápolis;MS;0,694;0,693;0,81;0,595;5003454;50;-54,161183;-22,272949
Deputado Irapuan Pinheiro;CE;0,609;0,542;0,742;0,562;2304269;23;-39,261542;-5,908962
Derrubadas;RS;0,707;0,664;0,846;0,628;4306320;43;-53,865119;-27,265391
Descalvado;SP;0,76;0,74;0,865;0,687;3513702;35;-47,620664;-21,909083
Descanso;SC;0,743;0,741;0,854;0,647;4204905;42;-53,504629;-26,81787
Descoberto;MG;0,68;0,657;0,798;0,599;3121308;31;-42,972069;-21,460204
Desterro;PB;0,58;0,551;0,724;0,49;2505402;25;-37,092169;-7,291448
Desterro de Entre Rios;MG;0,639;0,607;0,802;0,536;3121407;31;-44,343666;-20,654631
Desterro do Melo;MG;0,631;0,618;0,809;0,503;3121506;31;-43,5196;-21,147179
Dezesseis de Novembro;RS;0,654;0,625;0,809;0,553;4306353;43;-55,048209;-28,226876
Diadema;SP;0,757;0,717;0,844;0,716;3513801;35;-46,623381;-23,689295
Diamante;PB;0,593;0,562;0,748;0,496;2505600;25;-38,265044;-7,423583
Diamante do Norte;PR;0,723;0,699;0,824;0,657;4107108;41;-52,864111;-22,657206
Diamante do Sul;PR;0,608;0,605;0,777;0,479;4107124;41;-52,688191;-25,035192
Diamante D'Oeste;PR;0,644;0,647;0,776;0,532;4107157;41;-54,103626;-24,942162
Diamantina;MG;0,716;0,693;0,839;0,632;3121605;31;-43,594457;-18,242093
Diamantino;MT;0,718;0,714;0,831;0,625;5103502;51;-56,433566;-14,401323
Dianópolis;TO;0,701;0,673;0,822;0,624;1707009;17;-46,820409;-11,625232
Dias D'Ávila;BA;0,676;0,651;0,811;0,584;2910057;29;-38,297994;-12,604368
Dilermando de Aguiar;RS;0,648;0,681;0,864;0,463;4306379;43;-54,21356;-29,701964
Diogo de Vasconcelos;MG;0,601;0,578;0,811;0,464;3121704;31;-43,196577;-20,487506
Dionísio;MG;0,702;0,651;0,821;0,647;3121803;31;-42,782368;-19,843997
Dionísio Cerqueira;SC;0,706;0,703;0,82;0,61;4205001;42;-53,631395;-26,266489
Diorama;GO;0,729;0,663;0,841;0,696;5207105;52;-51,258893;-16,231709
Dirce Reis;SP;0,741;0,686;0,842;0,704;3513850;35;-50,606056;-20,464413
Dirceu Arcoverde;PI;0,561;0,563;0,718;0,436;2203354;22;-42,43957;-9,3352
Divina Pastora;SE;0,61;0,571;0,753;0,527;2802007;28;-37,149345;-10,677376
Divinésia;MG;0,657;0,645;0,785;0,559;3121902;31;-43,011081;-20,99001
Divino;MG;0,605;0,639;0,823;0,421;3122009;31;-42,147739;-20,612977
Divino das Laranjeiras;MG;0,661;0,624;0,811;0,571;3122108;31;-41,483254;-18,773128
Divino de São Lourenço;ES;0,632;0,622;0,819;0,496;3201803;32;-41,679976;-20,620471
Divinolândia;SP;0,734;0,72;0,85;0,645;3513900;35;-46,73687;-21,661622
Divinolândia de Minas;MG;0,623;0,603;0,812;0,495;3122207;31;-42,62182;-18,80526
Divinópolis;MG;0,764;0,753;0,844;0,702;3122306;31;-44,893886;-20,142074
Divinópolis de Goiás;GO;0,653;0,624;0,813;0,55;5208301;52;-46,393889;-13,296813
Divinópolis do Tocantins;TO;0,683;0,667;0,816;0,585;1707108;17;-49,205413;-9,795301
Divisa Alegre;MG;0,608;0,603;0,723;0,515;3122355;31;-41,340024;-15,72394
Divisa Nova;MG;0,67;0,66;0,801;0,57;3122405;31;-46,202941;-21,517264
Divisópolis;MG;0,609;0,577;0,802;0,489;3122454;31;-41,002582;-15,724635
Dobrada;SP;0,718;0,691;0,818;0,655;3514007;35;-48,400243;-21,514804
Dois Córregos;SP;0,725;0,725;0,853;0,616;3514106;35;-48,382676;-22,367316
Dois Irmãos;RS;0,743;0,763;0,848;0,633;4306403;43;-51,087619;-29,584159
Dois Irmãos das Missões;RS;0,67;0,646;0,797;0,585;4306429;43;-53,530865;-27,657537
Dois Irmãos do Buriti;MS;0,639;0,64;0,773;0,528;5003488;50;-55,281914;-20,692312
Dois Irmãos do Tocantins;TO;0,583;0,551;0,813;0,442;1707207;17;-49,067339;-9,261297
Dois Lajeados;RS;0,757;0,775;0,837;0,67;4306452;43;-51,835103;-28,975205
Dois Riachos;AL;0,532;0,513;0,762;0,385;2702504;27;-37,08985;-9,385671
Dois Vizinhos;PR;0,767;0,747;0,85;0,711;4107207;41;-53,054836;-25,74601
Dolcinópolis;SP;0,742;0,699;0,825;0,709;3514205;35;-50,515363;-20,122871
Dom Aquino;MT;0,69;0,687;0,806;0,593;5103601;51;-54,917481;-15,807455
Dom Basílio;BA;0,591;0,547;0,783;0,482;2910107;29;-41,770878;-13,763327
Dom Bosco;MG;0,673;0,627;0,815;0,597;3122470;31;-46,27145;-16,65075
Dom Cavati;MG;0,688;0,66;0,784;0,63;3122504;31;-42,110324;-19,379163
Dom Eliseu;PA;0,615;0,606;0,763;0,502;1502939;15;-47,555915;-4,290778
Dom Expedito Lopes;PI;0,601;0,583;0,762;0,488;2203404;22;-41,652385;-6,957902
Dom Feliciano;RS;0,587;0,633;0,818;0,39;4306502;43;-52,103934;-30,708598
Dom Inocêncio;PI;0,549;0,498;0,756;0,439;2203453;22;-41,976851;-9,008075
Dom Joaquim;MG;0,622;0,61;0,819;0,482;3122603;31;-43,261348;-18,96455
Dom Macedo Costa;BA;0,632;0,598;0,795;0,531;2910206;29;-39,188094;-12,911489
Dom Pedrito;RS;0,708;0,715;0,848;0,585;4306601;43;-54,67413;-30,981267
Dom Pedro;MA;0,622;0,582;0,759;0,545;2103802;21;-44,44001;-5,038448
Dom Pedro de Alcântara;RS;0,691;0,697;0,82;0,577;4306551;43;-49,84955;-29,370187
Dom Silvério;MG;0,709;0,661;0,847;0,636;3122702;31;-42,970873;-20,162205
Dom Viçoso;MG;0,687;0,617;0,819;0,641;3122801;31;-45,159169;-22,253674
Domingos Martins;ES;0,669;0,68;0,833;0,528;3201902;32;-40,659396;-20,364239
Domingos Mourão;PI;0,55;0,547;0,755;0,403;2203420;22;-41,271881;-4,253434
Dona Emma;SC;0,742;0,762;0,862;0,622;4205100;42;-49,716898;-26,986301
Dona Eusébia;MG;0,701;0,684;0,841;0,598;3122900;31;-42,806934;-21,323875
Dona Francisca;RS;0,697;0,718;0,831;0,568;4306700;43;-53,362333;-29,624852
Dona Inês;PB;0,545;0,524;0,69;0,447;2505709;25;-35,622541;-6,602123
Dores de Campos;MG;0,686;0,671;0,823;0,585;3123007;31;-44,023047;-21,104088
Dores de Guanhães;MG;0,636;0,612;0,821;0,512;3123106;31;-42,926722;-19,054262
Dores do Indaiá;MG;0,719;0,71;0,84;0,623;3123205;31;-45,602656;-19,461629
Dores do Rio Preto;ES;0,654;0,635;0,813;0,542;3202009;32;-41,849577;-20,692894
Dores do Turvo;MG;0,629;0,613;0,829;0,49;3123304;31;-43,195195;-20,981273
Doresópolis;MG;0,692;0,652;0,869;0,585;3123403;31;-45,905197;-20,288451
Dormentes;PE;0,589;0,558;0,741;0,495;2605152;26;-40,770736;-8,448657
Douradina;MS;0,699;0,706;0,809;0,597;5003504;50;-54,607931;-22,04553
Douradina;PR;0,724;0,721;0,818;0,644;4107256;41;-53,296449;-23,381907
Dourado;SP;0,738;0,718;0,811;0,689;3514304;35;-48,316236;-22,113167
Douradoquara;MG;0,706;0,704;0,847;0,591;3123502;31;-47,611975;-18,433834
Dourados;MS;0,747;0,753;0,843;0,657;5003702;50;-54,811289;-22,227236
Doutor Camargo;PR;0,746;0,704;0,839;0,702;4107306;41;-52,222721;-23,555901
Doutor Maurício Cardoso;RS;0,706;0,707;0,84;0,593;4306734;43;-54,358268;-27,509213
Doutor Pedrinho;SC;0,716;0,714;0,843;0,609;4205159;42;-49,479293;-26,720461
Doutor Ricardo;RS;0,724;0,749;0,855;0,593;4306759;43;-51,984904;-29,099031
Doutor Severiano;RN;0,621;0,567;0,747;0,566;2403202;24;-38,373683;-6,093687
Doutor Ulysses;PR;0,546;0,57;0,791;0,362;4128633;41;-49,419772;-24,567836
Doverlândia;GO;0,668;0,684;0,84;0,518;5207253;52;-52,31398;-16,721037
Dracena;SP;0,776;0,752;0,842;0,737;3514403;35;-51,53405;-21,486138
Duartina;SP;0,748;0,716;0,837;0,698;3514502;35;-49,405045;-22,414881
Duas Barras;RJ;0,659;0,677;0,79;0,534;3301603;33;-42,515098;-22,058906
Duas Estradas;PB;0,603;0,565;0,795;0,488;2505808;25;-35,418177;-6,688133
Dueré;TO;0,679;0,654;0,846;0,566;1707306;17;-49,265876;-11,341285
Dumont;SP;0,744;0,72;0,849;0,674;3514601;35;-47,970843;-21,233326
Duque Bacelar;MA;0,533;0,485;0,693;0,451;2103901;21;-42,94418;-4,147819
Duque de Caxias;RJ;0,711;0,692;0,833;0,624;3301702;33;-43,309888;-22,785253
Durandé;MG;0,645;0,626;0,842;0,508;3123528;31;-41,794262;-20,207239
Echaporã;SP;0,745;0,719;0,834;0,69;3514700;35;-50,207006;-22,424997
Ecoporanga;ES;0,662;0,631;0,819;0,562;3202108;32;-40,830081;-18,375252
Edealina;GO;0,702;0,722;0,808;0,594;5207352;52;-49,664695;-17,422892
Edéia;GO;0,739;0,755;0,826;0,648;5207402;52;-49,934424;-17,33808
Eirunepé;AM;0,563;0,548;0,756;0,431;1301407;13;-69,86629;-6,667353
Eldorado;MS;0,684;0,674;0,824;0,577;5003751;50;-54,280028;-23,774054
Eldorado;SP;0,691;0,633;0,847;0,615;3514809;35;-48,103228;-24,525387
Eldorado do Sul;RS;0,717;0,717;0,844;0,609;4306767;43;-51,310419;-29,999293
Eldorado dos Carajás;PA;0,56;0,572;0,757;0,405;1502954;15;-49,373952;-6,103525
Elesbão Veloso;PI;0,58;0,573;0,758;0,45;2203503;22;-42,138144;-6,201719
Elias Fausto;SP;0,695;0,701;0,822;0,583;3514908;35;-47,376774;-23,042537
Eliseu Martins;PI;0,595;0,616;0,742;0,462;2203602;22;-43,664811;-8,096462
Elisiário;SP;0,747;0,711;0,825;0,712;3514924;35;-49,110836;-21,164429
Elísio Medrado;BA;0,623;0,59;0,777;0,527;2910305;29;-39,520486;-12,943326
Elói Mendes;MG;0,685;0,688;0,838;0,558;3123601;31;-45,566434;-21,609313
Emas;PB;0,595;0,554;0,773;0,492;2505907;25;-37,714586;-7,107992
Embaúba;SP;0,73;0,723;0,84;0,641;3514957;35;-48,83262;-20,982668
Embu;SP;0,735;0,7;0,839;0,676;3515004;35;-46,85086;-23,647313
Embu-Guaçu;SP;0,749;0,713;0,834;0,708;3515103;35;-46,817109;-23,831829
Emilianópolis;SP;0,727;0,69;0,805;0,691;3515129;35;-51,480431;-21,831309
Encantado;RS;0,767;0,764;0,858;0,687;4306809;43;-51,873023;-29,239917
Encanto;RN;0,629;0,589;0,787;0,536;2403301;24;-38,304879;-6,111134
Encruzilhada;BA;0,544;0,533;0,754;0,4;2910404;29;-40,909121;-15,53458
Encruzilhada do Sul;RS;0,657;0,677;0,875;0,478;4306908;43;-52,522045;-30,543657
Enéas Marques;PR;0,752;0,767;0,835;0,664;4107405;41;-53,166185;-25,940756
Engenheiro Beltrão;PR;0,73;0,701;0,82;0,677;4107504;41;-52,260035;-23,801144
Engenheiro Caldas;MG;0,644;0,632;0,815;0,518;3123700;31;-42,049842;-19,198103
Engenheiro Coelho;SP;0,732;0,72;0,815;0,668;3515152;35;-47,21308;-22,49119
Engenheiro Navarro;MG;0,655;0,599;0,791;0,594;3123809;31;-43,949415;-17,287753
Engenheiro Paulo de Frontin;RJ;0,722;0,674;0,805;0,694;3301801;33;-43,679477;-22,543685
Engenho Velho;RS;0,717;0,735;0,821;0,611;4306924;43;-52,911921;-27,708587
Entre Folhas;MG;0,634;0,617;0,792;0,521;3123858;31;-42,23236;-19,627783
Entre Rios;BA;0,615;0,602;0,785;0,492;2910503;29;-38,078777;-11,937261
Entre Rios;SC;0,657;0,638;0,808;0,55;4205175;42;-52,562534;-26,723621
Entre Rios de Minas;MG;0,672;0,673;0,802;0,563;3123908;31;-44,067082;-20,671357
Entre Rios do Oeste;PR;0,761;0,778;0,826;0,686;4107538;41;-54,244894;-24,708142
Entre Rios do Sul;RS;0,703;0,709;0,857;0,572;4306957;43;-52,735068;-27,528858
Entre-Ijuís;RS;0,68;0,692;0,829;0,548;4306932;43;-54,271432;-28,362794
Envira;AM;0,509;0,521;0,727;0,349;1301506;13;-70,030413;-7,439818
Epitaciolândia;AC;0,653;0,654;0,771;0,553;1200252;12;-68,744868;-11,02824
Equador;RN;0,623;0,578;0,765;0,546;2403400;24;-36,716412;-6,945843
Erebango;RS;0,712;0,689;0,837;0,626;4306973;43;-52,299711;-27,849196
Erechim;RS;0,776;0,782;0,833;0,716;4307005;43;-52,275877;-27,633406
Ererê;CE;0,61;0,551;0,754;0,547;2304277;23;-38,347259;-6,031333
Érico Cardoso;BA;0,584;0,558;0,758;0,471;2900504;29;-42,136164;-13,422348
Ermo;SC;0,726;0,708;0,808;0,67;4205191;42;-49,643405;-28,985082
Ernestina;RS;0,716;0,703;0,854;0,612;4307054;43;-52,572176;-28,497155
Erval Grande;RS;0,681;0,713;0,885;0,501;4307203;43;-52,570112;-27,393337
Erval Seco;RS;0,685;0,666;0,821;0,589;4307302;43;-53,509573;-27,549417
Erval Velho;SC;0,723;0,736;0,868;0,592;4205209;42;-51,443433;-27,273895
Ervália;MG;0,625;0,64;0,828;0,46;3124005;31;-42,659367;-20,833507
Escada;PE;0,632;0,594;0,781;0,543;2605202;26;-35,236157;-8,362522
Esmeralda;RS;0,68;0,669;0,827;0,569;4307401;43;-51,188794;-28,057276
Esmeraldas;MG;0,671;0,649;0,822;0,567;3124104;31;-44,314807;-19,759201
Espera Feliz;MG;0,663;0,663;0,846;0,52;3124203;31;-41,913935;-20,643708
Esperança;PB;0,623;0,598;0,767;0,526;2506004;25;-35,858593;-7,020685
Esperança do Sul;RS;0,661;0,665;0,788;0,55;4307450;43;-53,992768;-27,359944
Esperança Nova;PR;0,689;0,69;0,799;0,594;4107520;41;-53,810495;-23,724655
Esperantina;PI;0,605;0,579;0,769;0,497;2203701;22;-42,235365;-3,895605
Esperantina;TO;0,57;0,495;0,715;0,524;1707405;17;-48,544148;-5,366608
Esperantinópolis;MA;0,586;0,561;0,713;0,503;2104008;21;-44,886069;-4,870301
Espigão Alto do Iguaçu;PR;0,636;0,632;0,781;0,521;4107546;41;-52,838213;-25,42667
Espigão D'Oeste;RO;0,672;0,691;0,819;0,536;1100098;11;-61,020173;-11,528555
Espinosa;MG;0,627;0,582;0,804;0,526;3124302;31;-42,812982;-14,925272
Espírito Santo;RN;0,558;0,549;0,748;0,423;2403509;24;-35,317091;-6,335572
Espírito Santo do Dourado;MG;0,685;0,66;0,847;0,576;3124401;31;-45,954013;-22,047514
Espírito Santo do Pinhal;SP;0,787;0,784;0,872;0,712;3515186;35;-46,745514;-22,197054
Espírito Santo do Turvo;SP;0,696;0,675;0,819;0,609;3515194;35;-49,429825;-22,694973
Esplanada;BA;0,589;0,589;0,74;0,469;2910602;29;-37,944981;-11,799409
Espumoso;RS;0,765;0,747;0,884;0,677;4307500;43;-52,841927;-28,731445
Estação;RS;0,753;0,752;0,843;0,674;4307559;43;-52,270486;-27,909006
Estância;SE;0,647;0,627;0,782;0,552;2802106;28;-37,440011;-11,267949
Estância Velha;RS;0,757;0,749;0,887;0,652;4307609;43;-51,174294;-29,650148
Esteio;RS;0,754;0,769;0,843;0,662;4307708;43;-51,143837;-29,852186
Estiva;MG;0,691;0,679;0,848;0,573;3124500;31;-46,016352;-22,463045
Estiva Gerbi;SP;0,74;0,716;0,815;0,695;3557303;35;-46,953603;-22,274589
Estreito;MA;0,659;0,666;0,8;0,536;2104057;21;-47,447883;-6,568085
Estrela;RS;0,767;0,776;0,85;0,684;4307807;43;-51,97026;-29,503472
Estrela Dalva;MG;0,71;0,719;0,867;0,574;3124609;31;-42,458371;-21,742285
Estrela de Alagoas;AL;0,534;0,515;0,72;0,41;2702553;27;-36,758333;-9,387405
Estrela do Indaiá;MG;0,676;0,679;0,875;0,521;3124708;31;-45,792433;-19,520238
Estrela do Norte;GO;0,707;0,703;0,848;0,593;5207501;52;-49,073401;-13,867027
Estrela do Norte;SP;0,74;0,693;0,818;0,714;3515301;35;-51,664176;-22,490599
Estrela do Sul;MG;0,696;0,694;0,84;0,579;3124807;31;-47,688975;-18,741293
Estrela D'Oeste;SP;0,76;0,712;0,873;0,705;3515202;35;-50,405467;-20,286082
Estrela Velha;RS;0,679;0,707;0,792;0,56;4307815;43;-53,160294;-29,179661
Euclides da Cunha;BA;0,567;0,565;0,749;0,43;2910701;29;-39,014249;-10,505818
Euclides da Cunha Paulista;SP;0,704;0,663;0,802;0,655;3515350;35;-52,590898;-22,554997
Eugênio de Castro;RS;0,712;0,697;0,885;0,584;4307831;43;-54,148113;-28,52506
Eugenópolis;MG;0,675;0,66;0,846;0,551;3124906;31;-42,192277;-21,097223
Eunápolis;BA;0,677;0,687;0,791;0,572;2910727;29;-39,584172;-16,375167
Eusébio;CE;0,701;0,7;0,794;0,621;2304285;23;-38,445122;-3,886973
Ewbank da Câmara;MG;0,676;0,625;0,823;0,601;3125002;31;-43,507591;-21,541636
Extrema;MG;0,732;0,729;0,849;0,633;3125101;31;-46,322162;-22,85819
Extremoz;RN;0,66;0,64;0,808;0,555;2403608;24;-35,314025;-5,70271
Exu;PE;0,576;0,543;0,775;0,454;2605301;26;-39,722728;-7,516307
Fagundes;PB;0,56;0,543;0,749;0,432;2506103;25;-35,784609;-7,363062
Fagundes Varela;RS;0,763;0,773;0,852;0,674;4307864;43;-51,691449;-28,882134
Faina;GO;0,65;0,644;0,799;0,534;5207535;52;-50,368704;-15,442869
Fama;MG;0,717;0,7;0,863;0,61;3125200;31;-45,832312;-21,405762
Faria Lemos;MG;0,687;0,678;0,8;0,598;3125309;31;-42,013846;-20,801745
Farias Brito;CE;0,633;0,541;0,774;0,605;2304301;23;-39,570835;-6,92711
Faro;PA;0,563;0,501;0,756;0,47;1503002;15;-56,745753;-2,172975
Farol;PR;0,715;0,671;0,818;0,665;4107553;41;-52,626215;-24,099095
Farroupilha;RS;0,777;0,783;0,861;0,696;4307906;43;-51,34835;-29,223679
Fartura;SP;0,732;0,699;0,867;0,648;3515400;35;-49,512053;-23,388961
Fartura do Piauí;PI;0,548;0,506;0,738;0,441;2203750;22;-42,794401;-9,478606
Fátima;BA;0,559;0,554;0,686;0,459;2910750;29;-38,208675;-10,60017
Fátima;TO;0,697;0,653;0,813;0,638;1707553;17;-48,898983;-10,752509
Fátima do Sul;MS;0,714;0,719;0,815;0,621;5003801;50;-54,516376;-22,375423
Faxinal;PR;0,687;0,697;0,796;0,584;4107603;41;-51,320106;-24,003927
Faxinal do Soturno;RS;0,72;0,732;0,854;0,597;4308003;43;-53,439065;-29,57433
Faxinal dos Guedes;SC;0,758;0,746;0,863;0,676;4205308;42;-52,271415;-26,859787
Faxinalzinho;RS;0,666;0,646;0,801;0,571;4308052;43;-52,670591;-27,425416
Fazenda Nova;GO;0,685;0,671;0,831;0,576;5207600;52;-50,787364;-16,177514
Fazenda Rio Grande;PR;0,72;0,713;0,847;0,617;4107652;41;-49,323293;-25,6414
Fazenda Vilanova;RS;0,698;0,726;0,841;0,557;4308078;43;-51,821183;-29,588575
Feijó;AC;0,539;0,559;0,723;0,388;1200302;12;-70,353984;-8,160248
Feira da Mata;BA;0,588;0,527;0,763;0,505;2910776;29;-44,283464;-14,210565
Feira de Santana;BA;0,712;0,71;0,82;0,619;2910800;29;-38,960033;-12,229284
Feira Grande;AL;0,533;0,512;0,736;0,402;2702603;27;-36,677686;-9,900437
Feira Nova;PE;0,6;0,581;0,807;0,46;2605400;26;-35,390598;-7,948728
Feira Nova;SE;0,584;0,546;0,773;0,473;2802205;28;-37,316118;-10,270533
Feira Nova do Maranhão;MA;0,532;0,511;0,729;0,405;2104073;21;-46,687355;-6,963136
