ID;Data_Medicao;X1;X2;X3;X4;X5;X6;X7;elnino12;elnino34;AAO
381;30/09/2021;159,6;150,2;202;194,2;205,2;173,9;201,3;0,18;-0,42;1,3364
382;31/10/2021;234,9;NA;172,5;NA;166,8;130;64,8;-0,29;-0,57;0,4532
383;30/11/2021;54,8;34,7;44,4;107,4;52,1;51;87,2;-0,81;-0,68;1,3211
384;31/12/2021;55,3;45,9;34,3;NA;41,7;30,8;87,5;-1,53;-0,76;2,1548
385;31/01/2022;70,1;NA;71,1;NA;155,4;115,2;194,1;-0,7;-0,22;0,8252
386;28/02/2022;47,5;NA;199,6;NA;88,3;NA;22,8;-1,43;-0,23;0,6432
387;31/03/2022;255,8;NA;217,6;NA;221,4;242,5;189,5;-0,66;-0,65;0,5584
388;30/04/2022;401,6;302,1;244,2;141,4;253,3;135,2;108,4;-1,42;-0,72;0,5319
389;31/05/2022;203,1;290;417,2;420,6;128,7;287,7;155,4;-1,42;-0,86;0,0965
390;30/06/2022;243,6;235,5;314,8;NA;158,9;229,8;101,6;-1,41;-0,57;-0,8713
391;31/07/2022;99,3;NA;70,3;130,8;187,7;157,2;154,6;-1,16;-0,88;0,4467
392;31/08/2022;95,3;107,6;118;124,8;74,9;131,6;103,3;-0,57;-0,93;0,7313
393;30/09/2022;52,6;53,9;48,2;81,4;70,1;93;66,2;-1,12;-1,01;1,4685
394;31/10/2022;151,4;130,1;159,9;120,2;88;92,4;65,5;-1,81;-1,08;0,3303
395;30/11/2022;157;64;98,4;65,6;52,7;93,8;88,7;-1,36;-0,9;1,7134
396;31/12/2022;39,1;61;53,8;175,4;56,9;79;63,5;-0,3;-0,73;1,7004
397;31/01/2023;NA;50,3;152,6;111;74,3;82,8;52,4;-0,24;-0,6;2,3037
398;28/02/2023;40,1;65,6;85,8;153,3;119,7;163,9;113,7;0,71;-0,52;0,5536
399;31/03/2023;74,1;203,1;124,5;195,5;79,7;119,2;95,3;1,52;-0,14;-0,2582
400;30/04/2023;59,7;30,6;71,4;68;81,2;45,1;34,9;2,45;0,3;-0,9207
401;31/05/2023;299,8;281,9;167,4;148,6;224,3;114,7;114,8;2,02;0,33;1,4518
402;30/06/2023;120,3;146,3;209,7;119,8;111;223,3;254,8;2,63;0,64;-0,4379
403;31/07/2023;95,7;168,3;242,3;NA;185,3;224,9;215;3,21;0,71;-0,8183
404;31/08/2023;98,8;NA;108,4;75,7;62,6;81,8;79,6;3,3;0,95;-0,0382
405;30/09/2023;NA;471,8;498;416,6;482,1;437,2;447,3;2,82;1,1;-1,0504
406;31/10/2023;390,5;385,3;517,1;396,2;220,9;279,1;121,7;2,46;1,24;0,5352
407;30/11/2023;231,6;482,1;533,1;414,2;229;478,7;325,1;2,22;1,44;0,0965
408;31/12/2023;219,7;221,3;207,6;123,4;226,7;141,5;92;1,41;1,39;1,51
409;31/01/2024;NA;229,8;225,9;240;62,5;184,5;226,6;0,83;1,45;0,922
410;29/02/2024;219,8;NA;318,2;95,2;181,2;140,9;82,3;0,92;1,22;1,0428
411;31/03/2024;151,4;203,5;194;67,6;156,2;86,4;81,6;0,28;0,93;-0,0579
412;30/04/2024;246,5;240,4;247,3;126,4;408,3;319,8;221,9;0,08;0,81;1,0055
413;31/05/2024;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
